ArtikelID;Omschrijving;Eenheid;Inhoud;Prijs;Barcode;Leverancier;Categorie;Subcategorie;;
VL107490.1;Varkens haasstukjes vacuum diepvries;zk;1 kg;x;98713582009010;van loon;f;vlees;;
VL109534;Hertebiefstuk 100 gram diepvries;ls;kg;17.25;8713582044981;van loon;f;vlees vleeswaren & kaas;;
VL109534.1;Hertenbiefstuk 100 gram diepvries;ls;kg;x;109534;van loon;f;vlees vleeswaren & kaas;;
VL110030;Lams french racks 75 millimeter diepvries;ls;1 kg;27.33;110030;van loon;f;vlees;;
VL110030.1;Lams french racks 75 millimeter diepvries;zk;2 st;x;98713582011884;van loon;f;vlees;;
VL110034;Lams french racks  75/35 mm 400-500 gram diepvries;ls;1 kg;27.33;110034;van loon;f;vlees;;
VL110034.1;Lams french racks  75/35 mm 400-500 gram diepvries;ds;10 kg;x*10;98713582052191;van loon;f;vlees;;
VL110082;Lamsschenkel voor diepvries 10 kilogram;ls;1 kg;8.75;110082;van loon;f;vlees;;
VL110082.1;Lamsschenkel voor diepvries 10 kilogram;ds;10 kg;x*10;98713582123914;van loon;f;vlees;;
VL110170;Lamskotelet gemarineerd;ls;kg;14.04;8713582039505;van loon;f;vlees vleeswaren & kaas;;
VL110170.1;Lamskotelet gemarineerd;ls;kg;x;110170;van loon;f;vlees vleeswaren & kaas;;
VL114155;Runder carpaccio 80 gram;ls;kg;15.02;8717568621807;van loon;f;vlees vleeswaren & kaas;;
VL114155.1;Runder Carpaccio 80 gram;ls;kg;x;114155;van loon;f;vlees vleeswaren & kaas;;
VL114161;Runder carpaccio 70 gram;ls;1 kg;15.37;114161;van loon;f;vlees;;
VL114161.1;Runder carpaccio 70 gram;ds;1.68 kg;x*1.68;98713603018830;van loon;f;vlees;;
VL115310;Kalfs spare ribs diepvries;ls;1 kg;5.42;115310;van loon;f;vlees;;
VL115310.1;Kalfs spare ribs diepvries;ds;10 kg;x*10;98713582012348;van loon;f;vlees;;
VL116425;Runder tournedosrol diameter 7.5 cm 8 stuks diepvries;ls;1 kg;22.77;116425;van loon;f;vlees;;
VL116425.1;Runder tournedosrol diameter 7.5 cm 8 stuks diepvries;krat;17.6 kg;x*17.6;98713582012379;van loon;f;vlees;;
VL116500;Runder tournedos rol diameter 7,5cm;ls;kg;21.42;8713582012416;van loon;f;vlees vleeswaren & kaas;;
VL116500.1;Runder tournedos rol diameter 7,5 cm;ls;kg;x;116500;van loon;f;vlees vleeswaren & kaas;;
VL116515;Varkenshaas roldiameter 5.5cm diepvries;ls;1 kg;8.87;116515;van loon;f;vlees;;
VL116515.1;Varkenshaas roldiameter 5.5cm diepvries;rl;1.5 kg;x*1.5;98713582012461;van loon;f;vlees;;
VL116570;Runderbiefstuk rol ?8.5 dv               customsize;ls;1 kg;9.61;116570;van loon;f;vlees;;
VL116570.1;Runderbiefstuk rol ?8.5 dv               customsize;zk;16.8 kg;x*16.8;98713582012768;van loon;f;vlees;;
VL116571;Runderbiefstuk rol diameter 8.5cm diepvries;ls;1 kg;9.61;116571;van loon;f;vlees;;
VL116571.1;Runderbiefstuk rol diameter 8.5cm diepvries;krat;16.8 kg;x*16.8;98713582012775;van loon;f;vlees;;
VL118355;Kalfs kogel spierstuk dik gevliesd rose;ls;1 kg;11.33;118355;van loon;f;vlees;;
VL118355.1;Kalfs kogel spierstuk dik gevliesd rose;zk;1 kg;x;98713582033299;van loon;f;vlees;;
VL119603;Varkenshaasmedaillon 70 gram diepvries;ls;1 kg;8.5;119603;van loon;f;vlees;;
VL119603.1;Varkenshaasmedaillon 70 gram diepvries;ds;6.3 kg;x*6.3;98713582013215;van loon;f;vlees;;
VL119603.2;V.haasstukjes;ds;6 kg;x;98713582074285;van loon;f;vlees vleeswaren & kaas;;
VL119603.3;V.haas medaillons;ds;6,3 kg;x;98713582013215;van loon;f;vlees vleeswaren & kaas;;
VL119634;Varkenshaas 250 gram diepvries;ls;1 kg;8.37;119634;van loon;f;vlees;;
VL119634.1;Varkenshaas 250 gram diepvries;krat;12.5 kg;x*12.5;95706262000059;van loon;f;vlees;;
VL119670;Kipvleugel kant & klaar diepvries;ls;1 kg;4.88;119670;van loon;f;vlees;;
VL119670.1;Kipvleugel kant & klaar diepvries;ds;10 kg;x*10;98717568620855;van loon;f;vlees;;
VL119670.2;Kipvleugels;ds;10 kg;x;98717568620855;van loon;f;kip & wild;;
VL119675;Kipfilet kant & klaar 80 gram diepvries ;ls;1 kg;7.88;119675;van loon;f;vlees;;
VL119675.;Kipfilet kant & klaar 80 gram diepvries ;ds;10 kg;x*10;98717568620862;van loon;f;vlees;;
VL119675.1;Kipfilet kant en klaar 80 gram diepvries;ls;kg;x/10;119675;van loon;f;kip & wild;;
VL119675.2;Kuiken kippenborstfilet;ds;10 kg;x;4820107353351;van loon;f;kip & wild;;
VL119685;Kipdrumsticks kant & klaar 115 gram diepvries;ls;1 kg;5.17;119685;van loon;f;vlees;;
VL119685.1;Kipdrumsticks kant & klaar 115 gram diepvries;ds;10 kg;x*10;98717568620015;van loon;f;vlees;;
VL119951;Chipolataworstjes kant & klaar 20 gram diepvries;ls;1 kg;4.78;119951;van loon;f;vlees;;
VL119951.1;Chipolataworstjes kant & klaar 20 gram diepvries;ds;10 kg;x*10;98713582057684;van loon;f;vlees;;
VL140508;Kipdij mexicaans;doos;2 kg;6.75;;van loon;f;vlees;;
VL140508;Kipdij mexicaans kant & klaar diepvries 2 kilogram;ls;1 kg;6.75;140508;van loon;f;vlees;;
VL140508.1;Kipdij mexicaans kant & klaar diepvries 2 kilogram;zk;2 kg;x*2;98713582114523;van loon;f;vlees;;
VL140508.2;Kipdij mexicaans;ds;2 kg;x*2;9871358211452;van loon;f;vlees;;
VL158852;Lamszadel kotelet gemarineerd;ls;1 kg;14.25;158852;van loon;f;vlees;;
VL158852.1;Lamszadel kotelet gemarineerd;krat;0.5 kg;x*0.5;98715913048248;van loon;f;vlees;;
VL158873;Runder kogel  dik heel 2 stuks;ls;1 kg;10.93;158873;van loon;f;vlees;;
VL158873.1;Runder kogel  dik heel 2 stuks;zk;1 kg;x;98715913053976;van loon;f;vlees;;
VL158874;Pulled pork k&kl (1kg);ls;1 kg;7.35;58874;van loon;f;vlees;;
VL158874.1;Pulled pork k&kl (1kg);zk;1 kg;x;98713582133302;van loon;f;vlees;;
VL200398;Runder chateau briand 400 gram;ls;1 kg;27.45;200398;van loon;f;vlees;;
VL200398.1;Runder chateau briand 400 gram;zk;0.8 kg;x*0.8;98713582013482;van loon;f;vlees;;
VL200400;Runder chateau briand 450 gram;ls;1 kg;27.45;200400;van loon;f;vlees;;
VL200400.1;Runder chateau briand 450 gram;zk;1 kg;x;98713582013505;van loon;f;vlees;;
VL200426;Runder chateau briand 380 gram;ls;1 kg;27.45;200426;van loon;f;vlees;;
VL200426.1;Runder chateau briand 380 gram;st;380 gr;x*0.38;98713582013543;van loon;f;vlees;;
VL200428;Runder chateau briand 400 gram;ls;1 kg;27.45;200428;van loon;f;vlees;;
VL200428.1;Runder chateau briand 400 gram;st;400 gr;x*0.4;98713582013550;van loon;f;vlees;;
VL201173;Runder tournedos zuid-amerikaanse 200 gram;ls;1 kg;27.45;201173;van loon;f;vlees;;
VL201173.1;Runder tournedos zuid-amerikaanse 200 gram;zk;1 kg;x;98713582013703;van loon;f;vlees;;
VL201174;Runder tournedos zuid-amerikaanse 225 gram;ls;1 kg;27.45;201174;van loon;f;vlees;;
VL201174.1;Runder tournedos zuid-amerikaanse 225 gram;zk;1.125 kg;x*1.125;98713582013710;van loon;f;vlees;;
VL201175;Runder tournedos zuid-amerikaanse 175 gram  ;ls;1 kg;27.45;201175;van loon;f;vlees;;
VL201175.1;Runder tournedos zuid-amerikaanse 175 gram  ;st;175 gr;x*0.175;98713582013727;van loon;f;vlees;;
VL201178;Runder tournedos zuid-amerikaans 80 gram;ls;1 kg;27.45;201178;van loon;f;vlees;;
VL201178.1;Runder tournedos zuid-amerikaans 80 gram;zk;1.2 kg;x*1.2;98713582013734;van loon;f;vlees;;
VL201180;Runder tournedos zuid-amerikaanse 100 gram;ls;1 kg;27.45;201180;van loon;f;vlees;;
VL201180.1;Runder tournedos zuid-amerikaanse 100 gram;st;100 gr;x*0.1;98713582013741;van loon;f;vlees;;
VL201192;Runder tournedos zuid-amerikaanse 150 gram;ls;1 kg;27.45;201192;van loon;f;vlees;;
VL201192.1;Runder tournedos zuid-amerikaanse 150 gram;zk;150 gr;x*0.15;98713582013765;van loon;f;vlees;;
VL201194;Runder tournedos zuid-amerikaanse 185 gram ;ls;1 kg;27.45;201194;van loon;f;vlees;;
VL201194.1;Runder tournedos zuid-amerikaanse 185 gram ;zk;0.925 kg;x*0.925;98713582013772;van loon;f;vlees;;
VL201196;Runder tournedos zuid-amerikaanse 200 gram;ls;1 kg;27.45;201196;van loon;f;vlees;;
VL201196.1;Runder tournedos zuid-amerikaanse 200 gram;st;200 gr;x*0.2;98713582013789;van loon;f;vlees;;
VL201198;Runder tournedos zuid-amerikaanse 225 gram;ls;1 kg;27.45;201198;van loon;f;vlees;;
VL201198.1;Runder tournedos zuid-amerikaanse 225 gram;st;225 gr;x*0.225;98713582013796;van loon;f;vlees;;
VL202170;Runder entrecote extra 200 gram ;ls;1 kg;14.53;202170;van loon;f;vlees;;
VL202170.1;Runder entrecote extra 200 gram ;st;200 gr;x*0.2;98713582091268;van loon;f;vlees;;
VL202171;Runder entrecote extra 225 gram ;ls;1 kg;14.53;202171;van loon;f;vlees;;
VL202171.1;Runder entrecote extra 225 gram ;st;225 gr;x*0.225;98713582091275;van loon;f;vlees;;
VL202184;Runder entrecote extra naturel 200 gram;ls;1 kg;15.03;202184;van loon;f;vlees;;
VL202184.1;Runder entrecote extra naturel 200 gram;zk;1 kg;x;98713582055574;van loon;f;vlees;;
VL202185;Runder entrecote extra 200 gram;ls;1 kg;14.53;202185;van loon;f;vlees;;
VL202185.1;Runder entrecote extra 200 gram;zk;1 kg;x;98713582091305;van loon;f;vlees;;
VL202187;Runder entrecote extra 225 gram;ls;1 kg;14.53;202187;van loon;f;vlees;;
VL202187.1;Runder entrecote extra 225 gram;zk;1.125 kg;x*1.125;98713582091312;van loon;f;vlees;;
VL202190;Runder entrecote extra 300 gram ;ls;1 kg;14.53;202190;van loon;f;vlees;;
VL202190.1;Runder entrecote extra 300 gram ;zk;1.5 kg;x*1.5;98713582120456;van loon;f;vlees;;
VL202225;Runder entrecote aan stuk (2x);ls;1 kg;14.53;20225;van loon;f;vlees;;
VL202225.1;Runder entrecote aan stuk (2x);zk;4.3 kg;x*4.3;98713582108225;van loon;f;vlees;;
VL203080;Runder kogelbiefstuk 80 gram naturel vacuum 15 stuks;ls;1 kg;12.02;203080;van loon;f;vlees;;
VL203080.1;Runder kogelbiefstuk 80 gram naturel vacuum 15 stuks;zk;1.2 kg;x*1.2;98713582074629;van loon;f;vlees;;
VL203090;Runder kogelbiefstuk 200 gram naturel vacuum;ls;1 kg;12.02;203090;van loon;f;vlees;;
VL203090.1;Runder kogelbiefstuk 200 gram naturel vacuum;zk;1 kg;x;98713582074636;van loon;f;vlees;;
VL203092;Runder kogelbiefstuk 225 gram naturel vacuum 5 stuks;ls;1 kg;12.02;203092;van loon;f;vlees;;
VL203092.1;Runder kogelbiefstuk 225 gram naturel vacuum 5 stuks;zk;1.125 kg;x*1.125;98713582074797;van loon;f;vlees;;
VL203096;Runder kogelbiefstuk 300 gram naturel vacuum;ls;1 kg;12.02;203096;van loon;f;vlees;;
VL203096.1;Runder kogelbiefstuk 300 gram naturel vacuum;zk;0.9 kg;x*0.9;98713582074643;van loon;f;vlees;;
VL203102;Runder kogelbiefstuk iers 200 gram;ls;kg;11.09;8713582045230;van loon;f;vlees vleeswaren & kaas;;
VL203102.1;Runder kogelbiefstuk Iers 200 gram;ls;kg;x;203102;van loon;f;vlees vleeswaren & kaas;;
VL203103;Runder kogelbiefstuk iers 225 gram;ls;kg;11.09;8713582049115;van loon;f;vlees vleeswaren & kaas;;
VL203103.1;Runder kogelbiefstuk Iers 225 gram;ls;kg;x;203103;van loon;f;vlees vleeswaren & kaas;;
VL203106;Runder kogelbiefstuk iers 300 gram;ls;kg;11.09;8713582045254;van loon;f;vlees vleeswaren & kaas;;
VL203106.1;Runder kogelbiefstuk Iers 300 gram;ls;kg;x;203106;van loon;f;vlees vleeswaren & kaas;;
VL203116;Runder kogelbiefstuk 80 gram ;ls;1 kg;10.84;203116;van loon;f;vlees;;
VL203116.1;Runder kogelbiefstuk 80 gram ;st;80 gr;x*0.08;98713582091329;van loon;f;vlees;;
VL203130;Runder kogelbiefstuk 175 gram;ls;kg;11.09;8713582091367;van loon;f;vlees vleeswaren & kaas;;
VL203130.1;Runder kogelbiefstuk 175 gram;ls;kg;x;203130;van loon;f;vlees vleeswaren & kaas;;
VL203132;Runder kogelbiefstuk 200 gram ;ls;1 kg;10.84;203132;van loon;f;vlees;;
VL203132.1;Runder kogelbiefstuk 200 gram ;st;200 gr;x*0.2;98713582091374;van loon;f;vlees;;
VL203150;Runder kogelbiefstuk 150 gram ;ls;1 kg;10.84;203150;van loon;f;vlees;;
VL203150.1;Runder kogelbiefstuk 150 gram ;st;150 gr;x*0.15;98713582091428;van loon;f;vlees;;
VL203155;Runder kogelbiefstuk 150 gram ;ls;1 kg;10.84;203155;van loon;f;vlees;;
VL203155.1;Runder kogelbiefstuk 150 gram ;zk;750 gr;x*0.75;98713582091442;van loon;f;vlees;;
VL203158;Runder kogelbiefstuk 175 gram ;ls;1 kg;10.84;203158;van loon;f;vlees;;
VL203158.1;Runder kogelbiefstuk 175 gram ;zk;0.875 kg;x*0.875;98713582091466;van loon;f;vlees;;
VL203160;Runder kogelbiefstuk 200 gram;ls;1 kg;10.84;203160;van loon;f;vlees;;
VL203160.1;Runder kogelbiefstuk 200 gram;zk;1 kg;x;98713582091473;van loon;f;vlees;;
VL203162;Runder kogelbiefstuk  225 gram vacuum 5 stuks;ls;1 kg;10.84;203162;van loon;f;vlees;;
VL203162.1;Runder kogelbiefstuk  225 gram vacuum 5 stuks;zk;1.125 kg;x*1.125;98713582091480;van loon;f;vlees;;
VL203163;Runder kogelbiefstuk 250 gram ;ls;1 kg;10.84;203163;van loon;f;vlees;;
VL203163.1;Runder kogelbiefstuk 250 gram ;zk;0.75 kg;x*0.75;98713582091497;van loon;f;vlees;;
VL203165;Runder kogelbiefstuk  300 gram vacuum 3 stuks;ls;1 kg;10.84;203165;van loon;f;vlees;;
VL203165.1;Runder kogelbiefstuk  300 gram vacuum 3 stuks;zk;0.9 kg;x*0.9;98713582091503;van loon;f;vlees;;
VL204228;Runder rib-eyesteak zuid-amerikaans 175 gram;ls;kg;15.61;8713582014717;van loon;f;vlees vleeswaren & kaas;;
VL204228.1;Runder Rib Eyesteak Zuid Amerikaans 175 gram;ls;kg;x;204228;van loon;f;vlees vleeswaren & kaas;;
VL204230;Runder rib-eyesteak zuid-amerikaans 200 gram;ls;kg;15.61;8713582014724;van loon;f;vlees vleeswaren & kaas;;
VL204230.1;Runder Rib Eyesteak Zuid Amerikaans 200 gram;ls;kg;x;204230;van loon;f;vlees vleeswaren & kaas;;
VL204260;Runder rib-eyesteak zuid-amerikaans 200 gram premium;ls;1 kg;18.46;204260;van loon;f;vlees;;
VL204260.1;Runder rib-eyesteak zuid-amerikaans 200 gram premium;st;200 gr;x*0.2;98713582081627;van loon;f;vlees;;
VL211040;Runder kogelbiefstuk 80 gram;ls;1 kg;10.84;211040;van loon;f;vlees;;
VL211040.1;Runder kogelbiefstuk 80 gram;zk;1 kg;x*1.2;98713582014885;van loon;f;vlees;;
VL211041;Runder kogelbiefstuk iers 80 gram;ls;kg;10.84;8713582082457;van loon;f;vlees vleeswaren & kaas;;
VL211041.1;Runder kogelbiefstuk Iers 80 gram;ls;kg;x;211041;van loon;f;vlees vleeswaren & kaas;;
VL211042;Runder kogelbiefstuk 80 gram vacuum;ls;1 kg;10.84;211042;van loon;f;vlees;;
VL211042.1;Runder kogelbiefstuk 80 gram vacuum;zk;0.4 kg;x*0.4;98713582108249;van loon;f;vlees;;
VL211050;Runder kogelbiefstuk 60 gram;ls;1 kg;10.84;211050;van loon;f;vlees;;
VL211050.1;Runder kogelbiefstuk 60 gram;ls;kg;x;211050;van loon;f;vlees vleeswaren & kaas;;
VL211055;Runder kogelbiefstuk 50 gram;ls;1 kg;10.84;211055;van loon;f;vlees;;
VL211055.1;Runder kogelbiefstuk 50 gram;zk;0.75 kg;x*0.75;98713582091527;van loon;f;vlees;;
VL220109;Runder poulet grof / ;ls;1 kg;6.8;220109;van loon;f;vlees;;
VL220109.1;Runder poulet grof / ;zk;1 kg;x;98713582015530;van loon;f;vlees;;
VL220118;Runder poulet 3mm*3mm ;ls;1 kg;6.8;220118;van loon;f;vlees;;
VL220118.1;Runder poulet 3mm*3mm ;zk;10 kg;x*10;98713582015554;van loon;f;vlees;;
VL220500;Runder haaspunt;ls;kg;19.33;8713582015677;van loon;f;vlees vleeswaren & kaas;;
VL220500.1;Runder haaspumt;ls;kg;x;220500;van loon;f;vlees vleeswaren & kaas;;
VL220505;Runder haaspunten groot (1.5 kilogram ) diepvries;ls;1 kg;19.33;220505;van loon;f;vlees;;
VL220505.1;Runder haaspunten groot (1.5 kilogram ) diepvries;zk;1.5 kg;x*1.5;98713582096492;van loon;f;vlees;;
VL220605;Runder haas keur schoon;ls;1 kg;27.45;220605;van loon;f;vlees;;
VL220605.1;Runder haas keur schoon;zk;1 kg;x;98713582015691;van loon;f;vlees;;
VL220800;Runder biefstukreepjes (vacuum);ls;1 kg;10.64;220800;van loon;f;vlees;;
VL220800.1;Runder biefstukreepjes (vacuum);zk;1 kg;x;98713582091572;van loon;f;vlees;;
VL225102;Runder poulet kant & klaar diepvries;ls;1 kg;8.96;225102;van loon;f;vlees;;
VL225102.1;Runder poulet kant & klaar diepvries;krat;10 kg;x*10;98713582085083;van loon;f;vlees;;
VL225118;Runder poulet kant & klaar iqf;ls;kg;9.75;8713582015844;van loon;f;vlees vleeswaren & kaas;;
VL225118.1;Runder poulet kant en klaar IQF;ls;kg;x;225118;van loon;f;vlees vleeswaren & kaas;;
VL225120;Runder sucadelap kant & klaar 80 gram;ls;kg;10.25;8713582015851;van loon;f;vlees vleeswaren & kaas;;
VL225120.1;Runder Sucadelap kant en klaar 80 gram;ls;kg;x;225120;van loon;f;vlees vleeswaren & kaas;;
VL225131;Runder sucadelap kant & klaar 80 gram diepvries ( 10 kilogram );ls;1 kg;11.08;225131;van loon;f;vlees;;
VL225131.1;Runder sucadelap kant & klaar 80 gram diepvries ( 10 kilogram );krat;10 kg;x*10;98713582080309;van loon;f;vlees;;
VL225225;Runder poulet kant & klaar diepvries;ls;kg;8.96;8713582083492;van loon;f;vlees vleeswaren & kaas;;
VL225225.1;Runder poulet kant en klaar diepvries;ls;kg;x;225225;van loon;f;vlees vleeswaren & kaas;;
VL231503;Runder t-bonesteak 300-340 gram diepvries;ls;1 kg;12.81;231503;van loon;f;vlees;;
VL231503.1;Runder t-bonesteak 300-340 gram diepvries;st;320 gr;x*0.32;98713582034043;van loon;f;vlees;;
VL231506;Runder t-bonesteak 400 gram diepvries;ls;1 kg;12.81;231506;van loon;f;vlees;;
VL231506.1;Runder t-bonesteak 400 gram diepvries;st;400 gr;x*0.4;98713582015950;van loon;f;vlees;;
VL231510;Runder t-bonesteak 450 gram diepvries;ls;1 kg;12.81;231510;van loon;f;vlees;;
VL231510.1;Runder t-bonesteak 450 gram diepvries;st;450 gr;x*0.45;98713582015981;van loon;f;vlees;;
VL231513;Runder t-bonesteak 500 gram diepvries;ls;1 kg;12.81;231513;van loon;f;vlees;;
VL231513.1;Runder t-bonesteak 500 gram diepvries;st;500 gr;x*0.5;98713582120463;van loon;f;vlees;;
VL255186;Varkens cordon blue gepaneerd 200 gram diepvries;ls;kg;8.13;8713582040228;van loon;f;vlees vleeswaren & kaas;;
VL255186.1;Varkens cordon blue gepaneerd 200 gram diepvries;ls;kg;x;255186;van loon;f;vlees vleeswaren & kaas;;
VL257110;Varkens frikandoschnitzel gepanneerd + zout (225 gram);ls;1 kg;6.35;257110;van loon;f;vlees;;
VL257110.1;Varkens frikandoschnitzel gepanneerd + zout (225 gram);st;225 gr;x*0.225;98713582017695;van loon;f;vlees;;
VL258150;Varkens oester 100 gram (vacuum);ls;1 kg;7.63;258150;van loon;f;vlees;;
VL258150.1;Varkens oester 100 gram (vacuum);st;100 gr;x*0.1;98713582017886;van loon;f;vlees;;
VL258155;Varkens oester 80 gram;ls;1 kg;7.63;258155;van loon;f;vlees;;
VL258155.1;Varkens oester 80 gram;zk;1.2 kg;x*1.2;98713582017893;van loon;f;vlees;;
VL258165;Varkens oester 175 gram;ls;1 kg;7.63;258165;van loon;f;vlees;;
VL258165.1;Varkens oester 175 gram;zk;875 gr;x*0.875;98713582038997;van loon;f;vlees;;
VL264095;Varkens speklap zonder zwoerd gemarineerd 80 gram (vacuum);ls;1 kg;6.16;264095;van loon;f;vlees;;
VL264095.1;Varkens speklap zonder zwoerd gemarineerd 80 gram (vacuum);st;80 gr;x*0.08;98713582091619;van loon;f;vlees;;
VL264098;Varkens speklap zonder zwoerd 80 gram vacuum;ls;1 kg;6.16;264098;van loon;f;vlees;;
VL264098.1;Varkens speklap zonder zwoerd 80 gram vacuum;st;80 gr;x*0.08;98713582091633;van loon;f;vlees;;
VL264098.2;V. speklap k&k;ds;280*40gr;x*11.2;98717568624242;van loon;f;vlees vleeswaren & kaas;;
VL264100;Varkens speklap zonder zwoerd 100 gram ;ls;1 kg;6.16;264100;van loon;f;vlees;;
VL264100.1;Varkens speklap zonder zwoerd 100 gram ;zk;1 kg;x;98713582018340;van loon;f;vlees;;
VL266191;Varkens haas zonder ketting 200 gram;ls;1 kg;8.5;266191;van loon;f;vlees;;
VL266191.1;Varkens haas zonder ketting 200 gram;zk;1 kg;x;98713582082464;van loon;f;vlees;;
VL267091;Varkenshaasmedaillon zonder ketting 100 gram (vacuum);ls;1 kg;8.5;267091;van loon;f;vlees;;
VL267091.1;Varkenshaasmedaillon zonder ketting 100 gram (vacuum);zk;1 kg;x;98713582018692;van loon;f;vlees;;
VL270100;Varkensreepjesvlees van de nek. grof. ongekruid;ls;1 kg;4.93;270100;van loon;f;vlees;;
VL270100.1;Varkensreepjesvlees van de nek. grof. ongekruid;zk;1 kg;x;98713582018876;van loon;f;vlees;;
VL270203;Shoarmareepjes ongekruid diepvries 10 kilogram;ls;1 kg;5.42;270203;van loon;f;vlees;;
VL270203.1;Shoarmareepjes ongekruid diepvries 10 kilogram;krat;10 kg;x*10;98713582070324;van loon;f;vlees;;
VL270300;Varkens reepjesvlees fijn. ongekruid;ls;1 kg;4.93;270300;van loon;f;vlees;;
VL270300.1;Varkens reepjesvlees fijn. ongekruid;zk;1 kg;x;98713582042031;van loon;f;vlees;;
VL270317;Varkens poulet kant & klaar;ls;1 kg;8.16;270317;van loon;f;vlees;;
VL270317.1;Varkens poulet kant & klaar;krat;10 kg;x*10;98717568620992;van loon;f;vlees;;
VL271300;Varkens procureur zonder been;ls;1 kg;6.16;271300;van loon;f;vlees;;
VL271300.1;Varkens procureur zonder been;zk;1 kg;x;98713582091718;van loon;f;vlees;;
VL276098;Varkens nootham zonder zwoerd kant & klaar ( 3.5 kilogram);ls;1 kg;7.19;276098;van loon;f;vlees;;
VL276098.1;Varkens nootham zonder zwoerd kant & klaar ( 3.5 kilogram);zk;3.5 kg;x*3.5;98717568623108;van loon;f;vlees;;
VL276100;Varkens nootham met zwoerd kant & klaar ( 4 kilogram);ls;kg;6.85;8717568621838;van loon;f;vlees vleeswaren & kaas;;
VL276100.1;Varkens nootham met zwoerd kant & klaar 4 kg;ls;kg;x;276100;van loon;f;vlees vleeswaren & kaas;;
VL279001;VARKENS SPARE RIBS KANT & KLAAR DIEPVRIES;ls;kg;6.5;8717568623115;van loon;f;vlees vleeswaren & kaas;;
VL279001.1;Varkens spare ribs kant & klaar diepvries;ls;kg;x;279001;van loon;f;vlees vleeswaren & kaas;;
VL279050;Varkens spare ribs kant & klaar casual diepvries;ls;kg;6.5;8717568621043;van loon;f;vlees vleeswaren & kaas;;
VL279050.1;Varkens spare ribs kant & klaar casual diepvries;ls;kg;x;279050;van loon;f;vlees vleeswaren & kaas;;
VL279051;Varkens spare ribs kant & klaar.casual diepvries ;ls;1 kg;6.5;279051;van loon;f;vlees;;
VL279051.1;Varkens spare ribs kant & klaar.casual diepvries ;ds;10 kg;x*10;98717568621050;van loon;f;vlees;;
VL279051.2;Varkenshaas zonder ketting 200 gram;ds;6 kg;x;7771473366056;van loon;f;vlees vleeswaren & kaas;;
VL280235;Varkens shoarmareepjes kant & klaar diepvries;ls;1 kg;6.06;280235;van loon;f;vlees;;
VL280235.1;Varkens shoarmareepjes kant & klaar diepvries;ds;4 kg;x*4;98717568621098;van loon;f;vlees;;
VL280235.2;Shoarmareepjes varkens kant & klaar diepvries;ds;2*2 kg;x;98717568621098;van loon;f;vlees vleeswaren & kaas;;
VL280237;Varkens gyrosreepjes kant & klaar diepvries ;ls;1 kg;6.06;280237;van loon;f;vlees;;
VL280237.1;Varkens gyrosreepjes kant & klaar diepvries ;ds;4 kg;x*4;98717568621111;van loon;f;vlees;;
VL280243;Varkens babi pangang kant & klaar diepvries;ls;1 kg;8.32;280243;van loon;f;vlees;;
VL280243.1;Varkens babi pangang kant & klaar diepvries;krat;10 kg;x*10;98713582051620;van loon;f;vlees;;
VL280243.2;Varkens Babi pangan k&k;ds;2*2 kg;x*4;98713582083461;van loon;f;vlees vleeswaren & kaas;;
VL280244;Varkens babi pangang kant & klaar diepvries;ls;kg;8.32;8713582083461;van loon;f;vlees vleeswaren & kaas;;
VL280244.1;Varkens Babi Pangang kant & klaar diepvries;ls;kg;x;280244;van loon;f;vlees vleeswaren & kaas;;
VL280318;Varkens filetlap kant & klaar 85 gram ztz diepvries;ls;1 kg;10.13;280318;van loon;f;vlees;;
VL280318.1;Varkens filetlap kant & klaar 85 gram ztz diepvries;krat;10.6 kg;x*10.6;98713582069786;van loon;f;vlees;;
VL280324;Varkens hamlap kant & klaar 80 gram diepvries (10 kilogram);ls;1 kg;8.62;280324;van loon;f;vlees;;
VL280324.1;Varkens hamlap kant & klaar 80 gram diepvries (10 kilogram);krat;10 kg;x*10;98713582080316;van loon;f;vlees;;
VL280364;Varkens procureurlap kant & klaar 80 gram diepvries;ls;1 kg;9.6;280364;van loon;f;vlees;;
VL280364.1;Varkens procureurlap kant & klaar 80 gram diepvries;krat;10 kg;x*10;98717568621173;van loon;f;vlees;;
VL280380;Varkens speklap gekruid kant & klaar 40 gram  diepvries;ls;1 kg;9.72;280380;van loon;f;vlees;;
VL280380.1;Varkens speklap gekruid kant & klaar 40 gram  diepvries;krat;8 kg;x*10;98717568620626;van loon;f;vlees;;
VL294094;Varkens ribkarbonade 80 gram;ls;1 kg;6.65;294094;van loon;f;vlees;;
VL294094.1;Varkens ribkarbonade 80 gram;st;80 gr;x*0.08;98713582019576;van loon;f;vlees;;
VL294100;Varkens ribkarbonade 125 gram (vacuum);ls;1 kg;6.65;294100;van loon;f;vlees;;
VL294100.1;Varkens ribkarbonade 125 gram (vacuum);st;125 gr;x*0.125;98713582091732;van loon;f;vlees;;
VL294149;Varkens ribkarbonade 175 gram (vacuum);ls;1 kg;6.65;294149;van loon;f;vlees;;
VL294149.1;Varkens ribkarbonade 175 gram (vacuum);st;175 gr;x*0.175;98713582019637;van loon;f;vlees;;
VL294155;Varkens ribkarbonade 200 gram (vacuum);ls;1 kg;6.65;294155;van loon;f;vlees;;
VL294155.1;Varkens ribkarbonade 200 gram (vacuum);st;200 gr;x*0.2;98713582019644;van loon;f;vlees;;
